county,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"TX, Red River",,0,0,0,0,,,,,,,1,,,,1,,,,1
"TX, Reeves",,,0,,,,,,,,,,,,0,,,,,
"TX, Refugio",,,,,,,,,,,,,,,,,0,,,
"TX, Roberts",,0,,,,,,,,1,,,,,,,,1,,
"TX, Robertson",,,,0,,0,,,,,,4,,,0,0,,,,
"TX, Rockwall",,0,0,,,,,,,,,3,,0,0,1,1,0,,
"TX, Runnels",,0,,,,,,,,,,,1,1,2,1,,1,1,
"TX, Rusk",,1,4,,,0,0,,0,,,12,,,1,3,,,,
"TX, Sabine",,0,0,0,,,,,,,,1,,,,,,,,
"TX, San Jacinto",,0,0,0,,,0,,,,,,0,,1,0,,,,
"TX, San Patricio",,0,3,0,,4,,,1,,,,,,,,2,,,
"TX, San Saba",,0,,,,0,,,,,,,,,,,,,,
"TX, Schleicher",,,0,,,,,,,,,6,,,,,,,,
"TX, Scurry",,0,2,,,1,,,1,,,1,0,,2,,,,,
"TX, Shackelford",,0,1,,,,,,,,,,,,,,,,,
"TX, Shelby",,0,0,,0,,0,,,,,1,,,,1,,,,
"TX, Sherman",,0,,2,1,,1,,,,,,,,1,,,,,
"TX, Smith",,0,10,0,5,0,0,1,,,,22,,1,3,6,1,4,,
"TX, Somervell",,0,0,,,,,,,,,0,,,,,,,,
"TX, Starr",,0,2,,,,,,,,,1,1,,,,,,,
"TX, Stephens",,1,,,,,2,,,,,2,1,,,,,,,
"TX, Sterling",,,,,,1,,,,,,,,,0,,1,,,
"TX, Stonewall",,1,0,,,,,,,,,,1,,,0,,,,
"TX, Swisher",,0,13,0,1,,,,,1,,,2,3,1,,1,,,
"TX, Tarrant",,5,31,8,24,38,23,9,27,0,2,259,8,16,30,44,20,18,1,40
"TX, Taylor",,4,3,2,0,3,0,0,0,,,3,1,1,2,1,,0,0,0
"TX, Terrell",,0,,1,,,,,,,,,,,,,,,,
"TX, Terry",,0,2,,0,,1,,0,0,,,,,,,0,,,
"TX, Throckmorton",,0,,,,,,,,,,,,,,0,,,,
"TX, Titus",,0,2,0,,2,,,,,,6,2,,,1,,,,
"TX, Tom Green",,1,1,,,,,1,0,,,13,1,4,1,0,,1,1,
"TX, Travis",,1,22,4,6,1,8,2,,,,151,0,6,,3,0,4,,4
"TX, Trinity",,1,0,,,0,0,,,,,1,0,,0,1,,1,,
"TX, Tyler",,,,,1,,,,1,,,0,,,,1,,,,
"TX, Upshur",,,1,0,0,0,0,,,,,2,0,,1,1,,,,
"TX, Upton",,0,0,0,,,,,,0,,,0,,,,,,,
"TX, Uvalde",,0,0,0,,,,,,,,,,2,1,,,,,1
"TX, Val Verde",,0,0,,,,,,,,,1,,,1,,1,,,
"TX, Van Zandt",,0,0,0,,1,0,,,,,8,0,,,5,2,,,
"TX, Victoria",,,0,,0,1,0,,,,,2,,,2,0,,,,
"TX, Walker",,1,1,0,1,0,1,,,1,,2,1,2,1,,,1,,
"TX, Waller",,0,1,0,,0,1,0,,1,,1,,1,1,2,,,,
"TX, Washington",,0,1,1,,1,,,0,0,,1,0,0,,0,,,,
"TX, Webb",,0,2,,,,1,1,,1,,,1,,1,0,1,1,,1
"TX, Wharton",,,1,,,0,1,,,,,3,1,,,1,,1,,
"TX, Wheeler",,0,0,0,,,,0,,,,,,,2,,1,,,
"TX, Wichita",,0,4,1,0,,2,,0,,,5,2,4,3,0,,0,,
"TX, Wilbarger",,0,,,,,,,,,,,,,,,,,,
"TX, Willacy",,0,2,,,,1,,,,,1,,,1,,,,,
"TX, Williamson",,0,2,0,1,0,0,,,0,,26,0,1,0,2,1,0,,3
"TX, Wilson",,0,0,0,0,,,,,1,,,,,,1,,,,
"TX, Winkler",,,0,,,,0,,,,,,,,,,,,,
"TX, Wise",,0,0,,0,,,,,0,,5,,,1,1,,,,
"TX, Wood",,0,1,0,0,0,0,,,,,2,,,,4,,,,1
"TX, Yoakum",,,0,,,,,,,,,1,1,,,,,,,
"TX, Young",,0,1,,0,,1,,,,,1,0,,1,,,,,
"TX, Zapata",,0,2,,,,0,,,,,,,,,,,,,
"TX, Zavala",,0,,,,,,,,,,1,,,1,1,,,,
"UT, Beaver",,,,,0,,,,,,,,,,,,0,,0,
"UT, Box Elder",,,,1,,1,8,0,0,,,2,0,0,0,0,4,2,0,
"UT, Cache",,,,,0,2,11,2,0,,1,0,0,,,,4,0,1,0
"UT, Carbon",,,0,,1,3,0,,,,,,,,,,0,,,
"UT, Daggett",,,,,,,0,,,,,,,,,,,,,
"UT, Davis",,,,1,0,11,6,2,0,1,,0,0,0,0,0,8,0,5,2
"UT, Duchesne",,,0,2,7,3,1,1,0,,,,0,,1,1,4,1,0,0
"UT, Emery",,,0,0,0,0,0,0,0,,,,,,0,,,,,
"UT, Grand",,,0,0,0,0,1,,0,,0,,,,1,,,1,3,0
"UT, Iron",,,,,0,1,1,,,,0,,,0,,,,,0,
"UT, Juab",,,,,0,1,,,,,,,0,,,,0,,0,
"UT, Kane",,,,0,,,,0,,1,,,,0,0,,,0,,
"UT, Millard",,,0,,,0,0,0,,,,,,,,0,1,,,
"UT, Morgan",,,,,,,,,,,,,,,,,0,,,
"UT, Piute",,,,,0,,,,,,,,,,,,,,,
"UT, Salt Lake",,,,2,6,57,31,9,1,0,1,0,1,2,5,11,29,5,2,0
"UT, San Juan",,,,0,1,,2,,,,,,,,,,2,,,
"UT, Sanpete",,,0,,,,0,,0,,,,,,,,,,,
"UT, Sevier",,,,,,,,,,,,,,,,,0,,1,
"UT, Summit",,,,,,0,0,,,,,1,,,,,,,,
"UT, Tooele",,,,,0,3,2,2,,,1,,0,0,0,0,0,0,,0
"UT, Uintah",,,1,0,14,1,3,5,0,0,0,,0,0,1,0,1,1,2,0
"UT, Utah",,,0,1,16,65,2,1,0,,,0,0,0,,1,7,1,1,0
"UT, Wasatch",,,,,,0,,,,,,,,,,,,,,
"UT, Washington",,,,4,6,0,2,1,0,0,0,1,4,0,0,0,0,,5,
"UT, Wayne",,,0,,,,,,,,,,,,,,,,,
"UT, Weber",,,,,1,10,0,3,1,,,1,2,0,0,,2,0,1,0
"VA, Accomack",,0,0,1,,,,,,,,,,,,,,,,
"VA, Albemarle",0,0,0,0,,,,,,,,1,,,,,,,,
"VA, Alexandria City",0,1,1,0,0,0,0,0,1,2,0,1,1,1,2,1,,2,1,
"VA, Alleghany",,0,0,,,,,,,,,,,,,,,,,
"VA, Amelia",,0,0,0,,,,,,,,,,,,,,,,
"VA, Amherst",,0,0,,,,,,,,,,,,,,,,,
"VA, Appomattox",,0,0,,,,,,,,,,,,,,,,,
"VA, Arlington",0,4,3,0,0,0,1,0,,,1,2,,2,1,,0,3,1,
"VA, Augusta",,0,1,1,,0,,,0,,1,,,0,,,,,,
"VA, Bath",,0,0,,,,,,,,,,,,,,,,,
"VA, Bedford",,0,1,0,,,,,,,,,,,,,,,,
"VA, Bland",,,0,,,,,,,,,,,,,,,,,
"VA, Botetourt",,0,1,0,,,,,,,,,,,,,,,,
"VA, Bristol City",,0,0,,,,,,,,,,,,,,,,,
"VA, Brunswick",,0,0,,,,,,,,,,,,,,,,,
"VA, Buckingham",,0,0,,,,,,,,,,,,,,,,,
"VA, Buena Vista City",,0,0,,,,,,,,,,,,,,,,,
"VA, Campbell",,0,0,,,,,,,,,,,,,,,1,,
"VA, Caroline",,0,0,,,,,,,,,,,,,,,,,
"VA, Carroll",,,0,,,,,,,,,,,,,,,,,
"VA, Charles City",,,0,,,,,,,,,,,,,,,,,
"VA, Charlotte",,0,0,,,,,,,,,,,,,,,,,
"VA, Chesapeake City",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,2,0,0
"VA, Chesterfield",,0,0,1,,,,,0,,,2,,,,,1,,,
"VA, Clarke",0,0,0,,,,,,,,0,,,,,,,0,,
"VA, Colonial Heights Cit",,1,0,,,,,,,,,,,,,,,,,
"VA, Craig",,,0,,,,,,,,,,,,,,,,,
"VA, Culpeper",,0,1,0,,,,,,,,,,,0,,,,,
"VA, Cumberland",,0,0,,,,,,,,,,,,,,,,,
"VA, Danville City",,0,0,,,,,,,,,,,,,,,,,
"VA, Dickenson",,0,0,,,,,,,,,,,,,,,,,
"VA, Dinwiddie",,0,0,,,,,,,,0,,,,,,0,,,
"VA, Essex",,0,,,,,,,,,,,,,,,,,,
"VA, Fairfax",0,13,3,1,0,3,2,1,1,2,1,8,3,0,8,0,5,9,3,0
"VA, Fairfax City",,,,,,,,,,,,,,,,,,0,0,0
"VA, Falls Church City",,,,,,,,,,,,,,,0,,,0,0,0
"VA, Fauquier",,0,0,,,,,,,,,1,,,,,,1,,
"VA, Floyd",,,0,,,,,,,,,,,,,,,,,
"VA, Fluvanna",,0,0,,,,,,,,,,,,,,,,,
"VA, Franklin",,0,0,,,,,,,,,,,,,,,,,
"VA, Franklin City",,,0,,,,,,,,,,,,,,,,,
"VA, Frederick",0,1,0,,,,,,,,0,2,,,,,,1,,
"VA, Fredericksburg City",,0,0,0,,,,,,,,,,0,,,,1,,
"VA, Galax City",,,0,,,,,,,,,,,,,,,,,
"VA, Giles",,,0,,,,,,,,,,,,,,,,,
"VA, Gloucester",0,0,1,0,,,,,,,,,,,,,,,,
"VA, Goochland",,0,0,,,,,,,,,,,,,,,,,
"VA, Grayson",,,0,,,,,,,,,,,,,,,,,
"VA, Greene",,1,0,,,,,,,,,1,,,,,,1,,
"VA, Greensville",,0,0,,,,,,,,,,,,,,,,,
"VA, Halifax",,0,0,0,,,,,,,,,,,,,,,,
"VA, Hampton City",,0,0,0,0,,,0,,,,1,,,,,,0,,
"VA, Hanover",,1,0,,,,,,,,,,,,,,0,1,,
"VA, Harrisonburg City",,,0,,,,,,,,,,,,,,,1,,
"VA, Henrico",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"VA, Henry",,0,0,,,,,,,,,,,,,,,,,
"VA, Highland",,0,,,,,,,,,,,,,,,,,,
"VA, Hopewell City",,,0,,,,,,,,,,,,,,,,,
"VA, Isle Of Wight",,0,1,0,,,,,,,,,,,,,,,,
"VA, James City",,0,0,,,,,,,,,,,,,,,,,
"VA, King And Queen",,0,0,,,,,,,,,,,,,,,,,
"VA, King George",,0,0,,,,,,,,,,,,,,,,,
"VA, King William",0,0,0,,,,,,,,,,,,,,,,,
"VA, Lancaster",,0,0,,,,,,,,,,,,,,,,,
"VA, Lee",,0,0,,,,,,,,,,,,,,,,,
"VA, Loudoun",0,2,2,0,0,1,0,0,0,0,,0,0,0,1,,,1,,1
"VA, Louisa",0,0,0,,,,,,,,,,,,,,,,,
"VA, Lunenburg",,0,0,,,,,,,,,,,,,,,,,
"VA, Lynchburg City",,0,0,,,,,,,,,0,,,,,,1,,
"VA, Madison",0,0,0,,,,,,1,,,,,,,,,,,
"VA, Manassas City",,,,,,,,,,,,,,,1,,,,,
"VA, Manassas Park City",,,,,,,,,1,,,,,,,,,,,
"VA, Martinsville City",,,0,,,,,,,,,,,,,,,,,
"VA, Mathews",,0,1,,,,,,,,,,,,,,,,,
"VA, Mecklenburg",,0,0,,,,,,,,,,,,,,,1,,
"VA, Middlesex",,0,0,,,,,,,,,,,,,,,,,
"VA, Montgomery",,0,0,0,,,,,,,,,,,1,,,,,
"VA, Nelson",,0,0,,,,,,,,,,,,,,,,,
"VA, New Kent",,0,0,,,,,,0,,,,,,,,0,,,
"VA, Newport News City",0,0,1,,,,,,,,,1,1,,,,,0,,
"VA, Norfolk City",,0,3,0,0,,1,0,,0,0,1,0,1,1,0,0,3,0,0
"VA, Northampton",,0,,,,,,,,,,,,,,,,,,
"VA, Northumberland",,0,0,,,,,,,,,,,,,,,,1,
"VA, Nottoway",,0,0,,,,,,,,,,,,,,,,,
"VA, Orange",,0,0,0,,,,,,,,,,,0,,,,,
"VA, Page",,0,0,0,,,,,,,,,,,,,,0,,
"VA, Patrick",,0,0,,,,,,,,,,,,,,,,,
"VA, Petersburg City",,0,0,,0,0,,,,,,,,,,,,,,
"VA, Pittsylvania",,0,0,,,,,,0,,,,,,,,,,,
"VA, Poquoson City",,,,0,,,,,,,,,,,,,,,,
"VA, Portsmouth City",0,0,0,0,,,,0,,,,1,,1,2,,,,,
"VA, Powhatan",,0,0,,,,,,,,,,,,,,1,,,
"VA, Prince Edward",,0,0,0,,,,,,,,,,,,,,1,,
"VA, Prince George",,0,1,,,,,,,,,,,,,,,0,,
"VA, Prince William",0,0,1,0,0,1,0,0,0,0,1,1,1,0,2,2,1,1,0,0
"VA, Pulaski",,0,0,,,,,,,,,,,,,,,,,
"VA, Radford City",,,0,,,,,,,,,,,,,,,,,
"VA, Rappahannock",,0,0,,,,,,,,,,,,,,,1,,
"VA, Richmond",,0,0,,,,,,,,,,,,,,,,,
"VA, Richmond City",0,3,1,0,1,0,1,0,0,,2,,,1,,2,1,1,,1
"VA, Roanoke",,1,1,0,,,,,,,1,,,,,,,1,,
"VA, Roanoke City",,0,0,1,,,,,,1,1,1,,,,1,0,1,,
"VA, Rockbridge",,0,0,,,,,,,,,,,,,,,,,
"VA, Rockingham",0,0,0,0,,,0,,1,,1,2,,,,1,2,4,,
"VA, Russell",,0,0,,,,,,,,,,0,,,,,,,
"VA, Salem City",,0,0,,,,,,,,,,,,,,,,,
"VA, Scott",,0,0,,,,,,,,,,,,,,,,,
"VA, Shenandoah",,0,0,,,,,0,,,,,,,,,,1,,
"VA, Smyth",,,0,,,,,,,,,,,,,,,0,,
"VA, Southampton",0,0,0,,,,,,,,,,,,,,,,,
"VA, Spotsylvania",,0,0,,,,,,,,,1,,,1,,,,,
"VA, Stafford",0,0,0,,,0,,,,,,,,,,,,,,
"VA, Suffolk City",0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0
"VA, Surry",,0,0,,,,,,,,,,,,,,,,,
"VA, Sussex",,0,0,,,,,,,,,,,,,,,,,
"VA, Tazewell",,0,0,,,,,,,,,,,,,,,,,
"VA, Virginia Beach City",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,
"VA, Warren",,0,0,,,,,,,,,1,,,,,1,0,,
"VA, Washington",,0,0,0,,,,,,,,,,,,,,,,
"VA, Waynesboro City",,0,0,0,,,,,,,,,,,,,,1,,
"VA, Westmoreland",,0,0,,,,,,,,,,,,,,,,,
"VA, Winchester City",,,,,,,,,,,,1,,,,1,1,2,,
"VA, Wise",,0,0,0,,,,,,,,,,,,,,,,
"VA, Wythe",,0,0,,,,,,,,,,,,,,0,,,
"VA, York",,0,0,,,,,,,,,,,,,,,0,0,0
"VT, Addison",,0,2,,0,0,,0,0,0,1,0,0,,0,0,1,0,0,
"VT, Bennington",,,0,,,,,,0,,,,,,0,,0,1,,
"VT, Caledonia",,,0,,,,,,,,,,,,,0,0,0,,
"VT, Chittenden",,0,0,0,0,0,,0,,0,0,,1,,0,0,0,0,0,
"VT, Essex",,,,,,,,,,,,1,,,,,,0,,
"VT, Franklin",,1,0,0,,,,,0,,0,1,0,0,0,,0,0,0,
"VT, Grand Isle",,0,0,,0,,,,,,,,0,,,,2,0,,
"VT, Lamoille",,0,,,,,,,,,,0,1,,0,,0,0,,
"VT, Orange",,0,0,,0,,,,,,,,,0,,,0,,,
"VT, Orleans",,0,0,,,,,,,,0,,,,0,,0,0,0,
"VT, Rutland",,0,0,0,0,,,,0,0,0,1,0,,0,,0,0,,
"VT, Washington",,0,0,,,,,,,,,,,,0,,0,0,,
"VT, Windham",,0,1,0,,,0,,0,,0,,,0,0,0,0,0,,
"VT, Windsor",,0,0,0,,,,,,,,,,0,0,2,0,0,,
"WA, Adams",,,,,,,,,0,,,,,,0,0,,,,
"WA, Asotin",,,,,,,,,,,,,,,,0,,,,
"WA, Benton",,,,,,,,0,9,0,,1,0,7,13,3,0,0,5,1
"WA, Chelan",,,,,,,,,,1,,,,0,,,,,,
"WA, Clark",,,,,,1,,,,,,1,,,,,1,,,
"WA, Columbia",,,,,,,,,,,,,,,0,,,,,
"WA, Cowlitz",,,,,,0,,,,,,,,,,,,,,
"WA, Douglas",,,,,,,,,,,,,,,0,,,,,
"WA, Franklin",,,,,,,,,0,,0,,0,0,2,0,,0,0,0
"WA, Grant",,,,,,,,0,1,1,0,,0,0,3,0,0,0,0,
"WA, Grays Harbor",,,,,,,,,0,,,,,1,,,,,,
"WA, Island",,0,,,,0,,,,,,,,,,,,,,
"WA, King",,,,,,0,,1,1,,,,,1,1,,2,1,,
"WA, Kittitas",,,,,,,,0,0,,,,,,0,0,0,0,,
"WA, Klickitat",,,,,,,,,2,,,,,,,,,,0,
"WA, Lewis",,,,,,,,0,0,,,,,,,,,0,,
"WA, Lincoln",,,,,,,,,,,,,,,0,0,0,,,
"WA, Mason",,,,,,,,,0,,,,,,,,,,,
"WA, Okanogan",,,,,,,,,,,,,,0,,0,1,,,
"WA, Pend Oreille",,0,,,,,,,,,,,,,,0,,,,
"WA, Pierce",,,,,,2,,0,0,,,1,0,1,,,1,0,,
"WA, Skagit",,,,,,,,,,,,,1,,,,,,,
"WA, Snohomish",,0,,,,0,,,,,,,,,1,,,,,
"WA, Spokane",,,,,,,,,2,,,,0,,,3,8,0,,
"WA, Stevens",,,,,,,,,,,,,,,,0,,0,,
"WA, Thurston",,,,,,,,0,,,,,,,,,,1,,
"WA, Walla Walla",,,,,,,,,0,,,,,1,0,1,0,,,
"WA, Whatcom",,0,,,,,,,1,,,,,,2,,,1,,
"WA, Whitman",,,,,,,,,1,,,,,,,1,,,,
"WA, Yakima",,,,,0,0,0,2,21,0,0,1,0,1,2,1,0,0,0,1
"WI, Adams",,1,0,0,0,0,,0,,,,,,0,,,0,,,
"WI, Ashland",,0,0,0,0,0,,,,,,,0,1,0,,0,0,,
"WI, Barron",,8,0,0,0,0,0,,,,,1,0,,,0,1,0,,
"WI, Bayfield",,0,,0,,,0,,,,,,0,0,,0,0,1,,
"WI, Brown",,4,1,0,0,1,0,,,0,,0,2,1,1,0,2,2,,
"WI, Buffalo",,0,0,,1,,0,,,,,,,0,,,1,,,
"WI, Burnett",,0,1,,,,,,0,,,,,0,,0,0,0,,
"WI, Calumet",,2,0,0,,0,,,,,,,0,0,0,,1,0,,
"WI, Chippewa",,0,1,1,0,0,0,1,,,,,0,0,0,1,0,0,,
"WI, Clark",,1,0,0,0,0,0,,,,0,0,,0,0,0,0,,,
"WI, Columbia",,0,0,0,,0,,,,,0,,,,,,0,0,,
"WI, Crawford",,0,0,0,0,,,,,,,,,,,,1,0,,
"WI, Dane",0,2,3,1,3,3,2,0,1,,0,5,4,0,0,3,8,8,0,
"WI, Dodge",,0,0,0,,0,1,2,,,0,2,0,0,1,0,1,0,,
"WI, Door",,0,,0,,0,,,,,,,,,,,0,0,,
"WI, Douglas",,0,1,0,,0,,0,,,,,,,0,,1,0,,
"WI, Dunn",,0,0,0,,0,0,,,,,,0,0,,,0,1,,
"WI, Eau Claire",,0,0,0,0,0,0,0,0,,,0,2,0,0,0,1,0,,
"WI, Florence",,,,,,,,,,,,,,,,,0,0,,
"WI, Fond Du Lac",,0,1,0,1,1,,0,,,,,0,0,,0,1,0,,
"WI, Forest",,0,,,,0,0,,,,,,0,,0,,0,,,
"WI, Grant",,1,0,0,,2,0,1,,,0,1,,0,,,,,,
"WI, Green",,1,0,0,0,0,1,0,0,,,,0,,0,0,0,0,,
"WI, Green Lake",,0,0,0,,,,0,,,,,0,,,,0,0,,
"WI, Iowa",,0,0,1,,1,,,,,,,0,,,,,1,,
"WI, Iron",,,,0,,0,,,,,,,0,,,,,,,
"WI, Jackson",,0,0,0,,0,,,,,,0,,0,0,,0,,,
"WI, Jefferson",,2,,1,2,0,2,0,,1,,,1,,0,0,1,3,0,
"WI, Juneau",,0,,,,0,0,,,,,0,0,,,,2,0,,
"WI, Kenosha",0,3,0,0,0,0,0,,,,,3,1,,0,0,0,1,,1
"WI, Kewaunee",,0,,0,,0,,,,,,,,,,,1,,,
"WI, La Crosse",,0,0,0,0,1,0,,,,,3,0,,0,1,0,0,,
"WI, Lafayette",,0,,,,,,,,,,,2,,,,1,,,
"WI, Langlade",,0,,0,,0,,,,,,1,0,0,0,0,0,0,,
"WI, Lincoln",,1,,0,,0,0,,,,,,0,,,0,0,,0,1
"WI, Manitowoc",,1,0,0,,1,,,,,,,1,,0,1,0,0,1,
"WI, Marathon",,0,0,0,1,0,0,1,0,,1,,0,0,1,0,1,1,,
"WI, Marinette",,1,,0,,0,,,,,,,0,0,0,0,0,0,,
"WI, Marquette",,1,,0,,0,,,,,,,0,,,,0,,,
"WI, Menominee",,,,,,,,,,,,,0,,,,0,,,
"WI, Milwaukee",0,9,0,0,8,5,1,1,0,0,1,27,3,2,3,1,5,6,1,1
"WI, Monroe",,0,0,0,,0,0,,,,,,,,0,0,2,,,
"WI, Oconto",,,0,,,0,,,,,1,,0,0,0,0,2,,,
"WI, Oneida",,0,0,0,,0,0,0,,,,0,0,,1,0,0,0,,
"WI, Outagamie",,0,1,1,1,0,0,1,,,,0,0,1,0,0,1,0,,
"WI, Ozaukee",,0,1,0,0,0,0,,,,,0,0,,0,0,0,0,,1
"WI, Pepin",,0,,0,0,0,,,,,,,0,,,,,,,
"WI, Pierce",,0,0,0,0,,,,,,,0,0,,0,0,,0,,
"WI, Polk",,0,1,1,,0,0,0,,,0,1,0,,,0,0,0,,
"WI, Portage",,0,1,1,0,1,,0,0,,,0,0,0,0,0,0,0,,
"WI, Price",,0,,,,0,,0,,,0,,0,,0,,1,0,,
"WI, Racine",0,4,0,0,0,0,0,1,,,,2,0,,1,0,2,1,,
"WI, Richland",,1,,0,,,,0,,,,,,,,,0,,,
"WI, Rock",,0,0,1,0,1,2,,,,,2,1,,,2,1,1,,
"WI, Rusk",,1,,1,,1,,,,,,,0,0,,0,0,0,,
"WI, Sauk",,1,0,0,,0,0,0,,,,,0,0,,0,0,0,,
"WI, Sawyer",,0,0,0,,0,,,,,0,,0,,0,1,0,0,,
"WI, Shawano",,0,0,0,,1,,,,,,,,0,0,0,4,,,
"WI, Sheboygan",,0,1,0,,0,,0,,,,0,,0,0,1,0,0,,
"WI, St Croix",,0,0,0,,0,1,,,,,0,0,0,0,1,0,,,
"WI, Taylor",,0,,,,0,,,,,,,,,0,,,,,
"WI, Trempealeau",,0,0,0,0,0,,,,,,0,,0,,1,1,1,,
"WI, Vernon",,0,1,,,,0,,,,,,,,,,0,,,
"WI, Vilas",,0,,0,0,0,0,,,,0,,0,,0,0,1,0,,
"WI, Walworth",,0,0,1,0,1,2,0,,,,,4,,1,0,1,1,,1
"WI, Washburn",,0,0,0,,0,,0,,,,,0,,,0,0,0,,
"WI, Washington",,0,1,0,0,0,0,0,0,1,,1,0,,0,0,0,0,,
"WI, Waukesha",0,6,0,0,0,0,1,0,,0,0,7,0,0,0,0,4,5,,
"WI, Waupaca",,0,0,0,,0,,,,,0,,0,0,0,,0,,,
"WI, Waushara",,0,,0,0,0,,,,,,,0,,0,0,0,,,
"WI, Winnebago",,1,2,0,0,1,0,0,,0,,1,0,1,0,0,0,0,,
"WI, Wood",,0,0,2,,0,0,0,,,0,,0,,,0,2,,,
"WV, Barbour",,0,0,,,,,,,,,,,,,,,,,
"WV, Berkeley",,0,1,0,,,,,,,1,1,0,,,1,0,0,,
"WV, Boone",,0,0,0,,,,,,,0,0,,,,,,,,
"WV, Braxton",,0,0,0,,,,,,,,0,0,,,,,,,
"WV, Brooke",,0,,,,,,,,,,0,,,,,,,,
"WV, Cabell",,0,0,,,,,,0,,0,0,0,0,0,0,1,0,,
"WV, Calhoun",,,,,,,,,,,0,,,,,,,,,
"WV, Clay",,,,,,,,,,,,0,,,,,,,,
"WV, Doddridge",,0,,,,,,,,,,,,,,,,0,,
"WV, Fayette",,0,0,,0,,,,0,,0,1,0,,,,0,0,,
"WV, Gilmer",,0,0,,,,,,,,,,,,,,,,,
"WV, Grant",,0,0,,,,,0,,,,,,,,,,,,
"WV, Greenbrier",,0,0,,0,0,,,0,,,,,,,,,,,
"WV, Hampshire",,0,,0,,,,,,,,,,,,,,,,
"WV, Hancock",,0,0,,0,,,0,0,,,,,0,,,,,,
"WV, Hardy",,0,,0,,,,0,,,,0,,,,,,1,,
"WV, Harrison",,0,0,,,,,,,,,0,0,,,,,,,
"WV, Jackson",,0,0,0,0,,0,0,0,0,,,,,,,,,,
"WV, Jefferson",,0,0,0,,,0,,,,,0,,0,0,,0,,,
"WV, Kanawha",,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,,
"WV, Lewis",,0,1,,,,0,,,,,,,,,,,,,
"WV, Lincoln",,0,,,,0,,,,,,,,,,,,,,
"WV, Logan",,0,0,,,,,,,,,,,,,,,,,
"WV, Marion",,0,0,,,,,,,,,,,,,,,,,
"WV, Marshall",,0,0,,0,,,,,,,,,,,,,,,
"WV, Mason",,0,0,,,,,,,,,,,,,0,,,,
"WV, Mercer",,0,,,,0,,,,,,0,0,,,,,0,,
"WV, Mineral",,0,0,,,,,,,,,,,0,,0,,,,
"WV, Mingo",,0,,,0,,,,,,,,,,,,,,,
"WV, Monongalia",,0,0,,,,,,,,,,1,,,,,,,
"WV, Monroe",,0,0,,0,,0,,,,,1,,,,,,,,
"WV, Morgan",,,0,0,,,,,,,,1,,,,,0,,,
"WV, Nicholas",,0,0,,,,,,,,0,0,0,,,0,,0,,
"WV, Ohio",,0,0,,,,,,0,0,0,,,,,,,,,
"WV, Pendleton",,,0,,0,,,,,,,,,,,,,,,
"WV, Preston",,0,0,,,,,,,,,,,,,,,,,
"WV, Putnam",,1,0,,,,,0,0,,,0,,,,,0,,,
"WV, Raleigh",,,,,,,0,,,,,0,,,,,,0,,
"WV, Randolph",,0,0,,,,,,,,,,,,,,,,,
"WV, Ritchie",,0,0,,,,,,,,,,,,,,,,,
"WV, Roane",,0,0,,,,,,,,,0,,,,,,,,
"WV, Taylor",,0,,0,,,,,,,,,,,,,,,,
"WV, Tyler",,0,,,,,,,,,,1,,,,,,,,
"WV, Upshur",,0,,,,,,,,,,,,,,,,,,
"WV, Wayne",,0,0,,,,,,,,,0,0,,,0,0,,,
"WV, Webster",,0,0,,,,,1,,,,0,,,,,,,,
"WV, Wetzel",,0,0,,0,,,,0,,,,,,0,,0,,,
"WV, Wirt",,0,,,,,,,,,,0,,,,,,,,
"WV, Wood",,2,0,0,,,0,,,,1,0,0,,0,,0,0,,
"WV, Wyoming",,0,0,,0,,,,,,,,,,,,,1,,
"WY, Albany",,,4,0,0,,1,0,0,1,1,,0,0,0,1,0,,0,
"WY, Big Horn",,0,4,0,0,3,1,,,,,0,1,,,,1,,,
"WY, Campbell",,0,66,2,1,0,18,,1,,,0,1,,1,1,0,0,1,
"WY, Carbon",,0,1,,,,1,0,,,,0,2,,,,,0,,
"WY, Converse",,,19,1,,,2,,1,,,1,0,0,0,,,,,
"WY, Crook",,0,9,1,1,,2,,,,,1,1,,1,,,,1,
"WY, Fremont",,0,24,0,0,44,117,2,4,0,1,2,17,0,1,1,3,2,,1
"WY, Goshen",,2,88,0,1,10,9,3,3,3,1,2,1,1,2,1,2,1,0,0
"WY, Hot Springs",,,4,,,0,2,,,,,,,,0,,1,0,,
"WY, Johnson",,0,8,1,0,,0,,,,,,1,,1,,0,0,,
"WY, Laramie",,0,29,1,3,1,4,1,0,,,0,1,,1,0,0,1,,
"WY, Lincoln",,,,,,1,,,,,,,,,,,,0,,
"WY, Natrona",,0,24,0,2,1,3,0,,1,,0,8,1,,1,,0,1,
"WY, Niobrara",,0,4,,,,,,,,,,0,0,,,,,,
"WY, Park",,0,5,0,1,0,3,,,0,,0,3,,0,,,0,0,
"WY, Platte",,0,62,1,1,3,,2,2,1,,0,2,2,,3,,,,
