county,state,stcode,ctycode,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Collin County,Texas,48,85,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1,0,1
Collingsworth County,Texas,48,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado County,Texas,48,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comal County,Texas,48,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comanche County,Texas,48,93,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Concho County,Texas,48,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooke County,Texas,48,97,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Coryell County,Texas,48,99,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
Cottle County,Texas,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crane County,Texas,48,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crockett County,Texas,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crosby County,Texas,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culberson County,Texas,48,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallam County,Texas,48,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas County,Texas,48,113,7,23,16,2,1,0,2,4,47,12,3,2,2,4,7,0,4,7,0,1
Dawson County,Texas,48,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Deaf Smith County,Texas,48,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta County,Texas,48,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denton County,Texas,48,121,5,5,5,1,0,0,10,18,23,11,8,5,1,1,0,3,3,2,0,3
DeWitt County,Texas,48,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickens County,Texas,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dimmit County,Texas,48,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donley County,Texas,48,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duval County,Texas,48,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastland County,Texas,48,133,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0
Ector County,Texas,48,135,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Edwards County,Texas,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis County,Texas,48,139,2,1,1,0,0,0,1,4,2,3,2,0,1,0,0,0,0,0,0,0
El Paso County,Texas,48,141,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0,0,0
Erath County,Texas,48,143,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Falls County,Texas,48,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fannin County,Texas,48,147,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fayette County,Texas,48,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Fisher County,Texas,48,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Floyd County,Texas,48,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foard County,Texas,48,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Bend County,Texas,48,157,0,1,0,1,3,1,2,6,3,1,0,1,2,1,0,2,3,0,1,0
Franklin County,Texas,48,159,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Freestone County,Texas,48,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frio County,Texas,48,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaines County,Texas,48,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston County,Texas,48,167,0,0,1,0,0,0,0,1,5,3,0,0,0,2,2,2,0,0,0,0
Garza County,Texas,48,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gillespie County,Texas,48,171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasscock County,Texas,48,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goliad County,Texas,48,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gonzales County,Texas,48,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray County,Texas,48,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Grayson County,Texas,48,181,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,2,0,1,0,0
Gregg County,Texas,48,183,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Grimes County,Texas,48,185,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
Guadalupe County,Texas,48,187,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hale County,Texas,48,189,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hall County,Texas,48,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton County,Texas,48,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansford County,Texas,48,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardeman County,Texas,48,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardin County,Texas,48,199,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Harris County,Texas,48,201,1,4,7,6,8,3,4,12,22,31,8,11,11,8,11,8,10,5,1,1
Harrison County,Texas,48,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartley County,Texas,48,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Haskell County,Texas,48,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hays County,Texas,48,209,2,3,1,3,4,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0
Hemphill County,Texas,48,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Henderson County,Texas,48,213,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
Hidalgo County,Texas,48,215,0,1,3,2,2,0,1,7,6,3,1,0,1,0,1,2,1,3,0,0
Hill County,Texas,48,217,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hockley County,Texas,48,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hood County,Texas,48,221,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hopkins County,Texas,48,223,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
Houston County,Texas,48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard County,Texas,48,227,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hudspeth County,Texas,48,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunt County,Texas,48,231,1,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Hutchinson County,Texas,48,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irion County,Texas,48,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack County,Texas,48,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Texas,48,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jasper County,Texas,48,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Davis County,Texas,48,243,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jefferson County,Texas,48,245,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0
Jim Hogg County,Texas,48,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Wells County,Texas,48,249,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Johnson County,Texas,48,251,0,5,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,0,0,0
Jones County,Texas,48,253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnes County,Texas,48,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaufman County,Texas,48,257,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
Kendall County,Texas,48,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kenedy County,Texas,48,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kent County,Texas,48,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr County,Texas,48,265,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kimble County,Texas,48,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
King County,Texas,48,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney County,Texas,48,271,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kleberg County,Texas,48,273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Knox County,Texas,48,275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar County,Texas,48,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Lamb County,Texas,48,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampasas County,Texas,48,281,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Salle County,Texas,48,283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lavaca County,Texas,48,285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lee County,Texas,48,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon County,Texas,48,289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Liberty County,Texas,48,291,0,0,0,0,1,1,0,0,0,0,1,2,0,2,1,0,0,0,0,0
Limestone County,Texas,48,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lipscomb County,Texas,48,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Oak County,Texas,48,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Llano County,Texas,48,299,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Loving County,Texas,48,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock County,Texas,48,303,1,1,0,0,0,1,2,1,0,1,0,1,0,0,1,2,0,0,0,0
Lynn County,Texas,48,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCulloch County,Texas,48,307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
McLennan County,Texas,48,309,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0
McMullen County,Texas,48,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison County,Texas,48,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion County,Texas,48,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin County,Texas,48,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mason County,Texas,48,319,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matagorda County,Texas,48,321,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Maverick County,Texas,48,323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medina County,Texas,48,325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Menard County,Texas,48,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midland County,Texas,48,329,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Milam County,Texas,48,331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mills County,Texas,48,333,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Mitchell County,Texas,48,335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Montague County,Texas,48,337,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Texas,48,339,1,0,0,2,1,0,7,8,7,11,3,10,6,1,2,1,1,0,0,1
Moore County,Texas,48,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morris County,Texas,48,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Motley County,Texas,48,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacogdoches County,Texas,48,347,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Navarro County,Texas,48,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newton County,Texas,48,351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan County,Texas,48,353,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Nueces County,Texas,48,355,0,1,0,0,1,0,3,6,2,0,1,0,1,0,0,1,0,1,0,0
Ochiltree County,Texas,48,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oldham County,Texas,48,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange County,Texas,48,361,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Palo Pinto County,Texas,48,363,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Panola County,Texas,48,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Parker County,Texas,48,367,2,1,2,0,0,1,0,5,1,1,3,1,0,0,0,0,1,2,0,0
Parmer County,Texas,48,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecos County,Texas,48,371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Polk County,Texas,48,373,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0
Potter County,Texas,48,375,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Presidio County,Texas,48,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rains County,Texas,48,379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Randall County,Texas,48,381,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,2,1,0,0,0
Reagan County,Texas,48,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Real County,Texas,48,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red River County,Texas,48,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reeves County,Texas,48,389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Refugio County,Texas,48,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberts County,Texas,48,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robertson County,Texas,48,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockwall County,Texas,48,397,0,2,0,1,0,0,3,0,6,3,1,1,0,0,0,0,0,1,1,0
Runnels County,Texas,48,399,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rusk County,Texas,48,401,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Sabine County,Texas,48,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
San Augustine County,Texas,48,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jacinto County,Texas,48,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Patricio County,Texas,48,409,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0
San Saba County,Texas,48,411,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Schleicher County,Texas,48,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scurry County,Texas,48,415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shackelford County,Texas,48,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shelby County,Texas,48,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman County,Texas,48,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith County,Texas,48,423,0,1,0,0,0,2,2,0,1,1,0,0,2,0,0,0,0,1,0,0
Somervell County,Texas,48,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starr County,Texas,48,427,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Stephens County,Texas,48,429,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Sterling County,Texas,48,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall County,Texas,48,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutton County,Texas,48,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swisher County,Texas,48,437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarrant County,Texas,48,439,27,7,5,5,3,3,2,19,22,17,5,2,5,2,4,5,4,2,0,0
Taylor County,Texas,48,441,1,2,0,1,1,1,0,2,6,1,0,3,2,0,0,0,0,0,0,0
Terrell County,Texas,48,443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terry County,Texas,48,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throckmorton County,Texas,48,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titus County,Texas,48,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Green County,Texas,48,451,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
Travis County,Texas,48,453,7,38,12,27,17,2,2,8,8,4,9,3,6,4,4,5,4,5,0,0
Trinity County,Texas,48,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tyler County,Texas,48,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upshur County,Texas,48,459,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upton County,Texas,48,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uvalde County,Texas,48,463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Val Verde County,Texas,48,465,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Zandt County,Texas,48,467,0,0,0,0,0,1,2,2,2,0,0,1,1,0,0,0,0,0,0,0
Victoria County,Texas,48,469,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker County,Texas,48,471,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Waller County,Texas,48,473,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Ward County,Texas,48,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington County,Texas,48,477,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Webb County,Texas,48,479,0,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,2,1,0,0
Wharton County,Texas,48,481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wheeler County,Texas,48,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wichita County,Texas,48,485,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilbarger County,Texas,48,487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Willacy County,Texas,48,489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamson County,Texas,48,491,0,2,1,2,1,0,2,1,1,2,3,1,1,1,0,2,0,2,0,0
Wilson County,Texas,48,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Winkler County,Texas,48,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wise County,Texas,48,497,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
Wood County,Texas,48,499,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Yoakum County,Texas,48,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young County,Texas,48,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zapata County,Texas,48,505,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zavala County,Texas,48,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beaver County,Utah,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Box Elder County,Utah,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cache County,Utah,49,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2,1,0
Carbon County,Utah,49,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daggett County,Utah,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davis County,Utah,49,11,0,1,0,0,0,0,1,0,0,0,1,3,2,2,0,2,6,1,4,0
Duchesne County,Utah,49,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Emery County,Utah,49,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Utah,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand County,Utah,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron County,Utah,49,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juab County,Utah,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kane County,Utah,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millard County,Utah,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Utah,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piute County,Utah,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich County,Utah,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salt Lake County,Utah,49,35,0,1,1,1,1,1,3,0,5,0,2,1,8,4,3,10,7,14,8,7
San Juan County,Utah,49,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanpete County,Utah,49,39,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sevier County,Utah,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summit County,Utah,49,43,0,1,0,0,0,1,0,1,0,2,2,0,0,1,1,4,3,2,1,1
Tooele County,Utah,49,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Uintah County,Utah,49,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Utah County,Utah,49,49,1,0,0,0,0,2,1,1,2,0,2,1,4,3,2,2,2,2,4,2
Wasatch County,Utah,49,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Washington County,Utah,49,53,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4,1,1
Wayne County,Utah,49,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weber County,Utah,49,57,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Addison County,Vermont,50,1,0,1,1,4,8,7,8,27,38,22,44,29,57,42,43,54,91,31,80,4
Bennington County,Vermont,50,3,2,7,8,15,22,47,50,124,104,91,174,128,168,108,144,107,140,79,83,8
Caledonia County,Vermont,50,5,0,2,0,1,1,1,1,5,2,2,3,6,7,7,6,13,13,10,22,0
Chittenden County,Vermont,50,7,5,7,9,8,4,11,13,40,39,31,56,68,104,60,72,92,184,95,207,14
Essex County,Vermont,50,9,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,3,1,0,0
Franklin County,Vermont,50,11,1,0,1,2,0,0,2,4,2,6,8,12,13,15,13,23,43,22,45,5
Grand Isle County,Vermont,50,13,0,1,0,0,0,1,0,3,4,1,5,5,8,9,9,11,14,11,26,0
Lamoille County,Vermont,50,15,1,1,2,0,0,0,4,4,2,4,5,3,7,9,7,12,20,6,21,0
Orange County,Vermont,50,17,2,3,2,3,0,3,2,10,11,9,17,19,34,28,26,39,23,16,40,0
Orleans County,Vermont,50,19,0,1,2,0,1,1,2,2,2,1,2,2,5,1,2,4,4,1,0,0
Rutland County,Vermont,50,21,4,3,2,2,3,12,16,61,75,73,116,98,178,100,140,116,204,110,184,8
Washington County,Vermont,50,23,1,3,6,4,2,2,6,9,12,7,15,12,11,23,20,32,60,36,62,5
Windham County,Vermont,50,25,1,3,7,5,9,16,22,75,68,58,85,69,113,83,107,95,124,78,133,8
Windsor County,Vermont,50,27,1,5,3,5,4,4,11,39,49,51,93,71,185,113,121,144,166,79,161,7
Accomack County,Virginia,51,1,4,5,10,31,10,1,12,17,9,3,4,7,7,3,6,5,7,1,1,4
Albemarle County,Virginia,51,3,4,7,4,8,0,4,3,16,26,43,43,31,30,32,37,25,42,22,20,15
